Name,coordinates,FEATUREID,ΚΩΔΙΚΟΣ ΓΡΑΜΜΗΣ,DXF_LAYER,DESCRIPTION_GR,DESCRIPTION_EN
TLCLFNOB,"<MultiGeometry><LinearString><coordinates> 33.34676015600007,35.15520259600004,0 33.34675620200005,35.15521572000006,0 33.34675385100007,35.15525122900004,0 33.34674776900005,35.15527064900005,0 33.34674416100006,35.15529044700003,0 33.34673157400005,35.15533332600006,0 33.34672672900007,35.15536725000004,0 33.34672340000003,35.15537454400004,0 33.34671910500003,35.15538305900003,0 33.34671922400003,35.15538991200003,0 33.34672241100003,35.15540318500007,0 33.34672753800004,35.15541442000006,0 33.34672958800007,35.15541883200007,0 33.34673067800003,35.15542486900006,0 33.34671125400007,35.15547185700007,0 33.34670390600007,35.15550379200005,0 33.34670551200003,35.15551103400003,0 33.34670962400003,35.15552066700008,0 33.34671718300007,35.15552986000006,0 33.34670047700007,35.15556270400003,0 33.34669275600004,35.15557286800004,0 33.34668635400004,35.15560237500006,0 33.34668564200007,35.15564714600004,0 33.34668764100007,35.15567736900005,0 33.34669132300007,35.15569063600003,0 33.34669508700006,35.15570874300005,0 33.34670530600005,35.15572920000005,0 33.34671285100006,35.15573758700003,0 33.34673298700005,35.15576076100007,0 33.34674946900003,35.15577227800003,0 33.34675889100004,35.15577500000006,0</coordinates></LinearString></MultiGeometry>",1661,1412,TLCLFNOB,Κορυφή γκρεμμού που δεν είναι σύνορο,Top of Cliff (No Boundary)
TLCLFNOB,"<MultiGeometry><LinearString><coordinates> 33.34675079500005,35.15492950900006,0 33.34676732300005,35.15497246800004,0 33.34676802900003,35.15498495800006,0 33.34676818900005,35.15499423100005,0 33.34677029300008,35.15500186800006,0 33.34677484400004,35.15500826900006,0 33.34677923400005,35.15503402500008,0 33.34679373800003,35.15507418500005,0 33.34678314500007,35.15511825100003,0 33.34678148400008,35.15513641300004,0 33.34677534000008,35.15515220600003,0 33.34676498400006,35.15518657500007,0</coordinates></LinearString></MultiGeometry>",1662,1412,TLCLFNOB,Κορυφή γκρεμμού που δεν είναι σύνορο,Top of Cliff (No Boundary)
TLCLFNOB,"<MultiGeometry><LinearString><coordinates> 33.34676498400006,35.15518657500007,0 33.34676015600007,35.15520259600004,0</coordinates></LinearString></MultiGeometry>",1663,1412,TLCLFNOB,Κορυφή γκρεμμού που δεν είναι σύνορο,Top of Cliff (No Boundary)
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.34702155000008,35.15473986100005,0 33.34700713000007,35.15474322900008,0 33.34697436700003,35.15476052600008,0 33.34691578300004,35.15479705800004,0 33.34687785800003,35.15482973200005,0 33.34685313600005,35.15485540500004,0 33.34683534700002,35.15488261400003,0 33.34682054700005,35.15491140400008,0 33.34681024700006,35.15494377300007,0 33.34680440900007,35.15497730100003,0 33.34679267500007,35.15515604800004,0 33.34679476100007,35.15516247600004,0 33.34680133900002,35.15517208100005,0 33.34680835000006,35.15517805400003,0 33.34681627700007,35.15517998300004,0 33.34682416400005,35.15517949300005,0 33.34683397500004,35.15517615900006,0 33.34684179900006,35.15517204200006,0 33.34684609400006,35.15516352700007,0 33.34685038100002,35.15515460900008,0 33.34688042100004,35.15500751100007,0 33.34688946900008,35.15498846100007,0 33.34690384500004,35.15496370700004,0 33.34691496300007,35.15495027900005,0 33.34692859000006,35.15493924300006,0 33.34694666400003,35.15492856100008,0 33.34698100400004,35.15491689200007,0 33.34703721100004,35.15490419300005,0</coordinates></LinearString></MultiGeometry>",1664,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLSW,"<MultiGeometry><LinearString><coordinates> 33.34713381200004,35.15468039000007,0 33.34720860200002,35.15463656900005,0</coordinates></LinearString></MultiGeometry>",1665,1258,TLSW,Δόμη / Τοίχος αντιστήριξης,Sunk Wall / Retaining Wall
TLSW,"<MultiGeometry><LinearString><coordinates> 33.34745991600005,35.15505708300003,0 33.34746200400008,35.15506109800003,0 33.34746167200007,35.15507038000004,0 33.34745979000007,35.15507564600006,0 33.34745788300006,35.15507963800008,0</coordinates></LinearString></MultiGeometry>",1666,1258,TLSW,Δόμη / Τοίχος αντιστήριξης,Sunk Wall / Retaining Wall
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.34747592800005,35.15503956500004,0 33.34747396100005,35.15501490400004,0</coordinates></LinearString></MultiGeometry>",1667,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.34746884500004,35.15531031300003,0 33.34759316500004,35.15530449800008,0 33.34757594400003,35.15520370000007,0</coordinates></LinearString></MultiGeometry>",1668,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.34746238300005,35.15517832500007,0 33.34746461400005,35.15520991500006,0</coordinates></LinearString></MultiGeometry>",1669,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.34757594400003,35.15520370000007,0 33.34757057600007,35.15517228300007,0</coordinates></LinearString></MultiGeometry>",1670,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.34757057600007,35.15517228300007,0 33.34746238300005,35.15517832500007,0</coordinates></LinearString></MultiGeometry>",1671,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.34745874700008,35.15512684800007,0 33.34746238300005,35.15517832500007,0</coordinates></LinearString></MultiGeometry>",1672,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.34745747100004,35.15510878000004,0 33.34745874700008,35.15512684800007,0</coordinates></LinearString></MultiGeometry>",1673,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.34745788300006,35.15507963800008,0 33.34745541900003,35.15507972700004,0 33.34745747100004,35.15510878000004,0</coordinates></LinearString></MultiGeometry>",1674,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.34757057600007,35.15517228300007,0 33.34755629400007,35.15508868800004,0 33.34755078000006,35.15508390900004,0 33.34754427700005,35.15507914000006,0 33.34753584300006,35.15507681400004,0 33.34745788300006,35.15507963800008,0</coordinates></LinearString></MultiGeometry>",1675,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLSW,"<MultiGeometry><LinearString><coordinates> 33.34729183900004,35.15457282700004,0 33.34751702900007,35.15446338500004,0 33.34755754900004,35.15443753100004,0</coordinates></LinearString></MultiGeometry>",1676,1258,TLSW,Δόμη / Τοίχος αντιστήριξης,Sunk Wall / Retaining Wall
TLSW,"<MultiGeometry><LinearString><coordinates> 33.34727537400005,35.15455010000005,0 33.34754952800006,35.15442573600006,0</coordinates></LinearString></MultiGeometry>",1677,1258,TLSW,Δόμη / Τοίχος αντιστήριξης,Sunk Wall / Retaining Wall
TLRDHS,"<MultiGeometry><LinearString><coordinates> 33.35403845200005,35.16264103800006,0 33.35404061800006,35.16264381700006,0 33.35404180100005,35.16264525600008,0 33.35404301400007,35.16264667600007,0 33.35404425900003,35.16264808100004,0 33.35404553100005,35.16264946600006,0 33.35404683500008,35.16265083300004,0 33.35404816700003,35.16265218100006,0 33.35404952700003,35.16265350900005,0 33.35405091400003,35.16265481900007,0 33.35405233100005,35.16265610800008,0 33.35405377400008,35.16265737600003,0 33.35405524400005,35.16265862400007,0 33.35405673900004,35.16265985000007,0 33.35405826100003,35.16266105600005,0 33.35405980800005,35.16266223800005,0 33.35406138000008,35.16266339800006,0 33.35406297600008,35.16266453600008,0 33.35406459700005,35.16266565100005,0 33.35406624100006,35.16266674100007,0 33.35406790800005,35.16266781000007,0 33.35406959700003,35.16266885300007,0 33.35407130900006,35.16266987300003,0 33.35407304100005,35.16267086600004,0 33.35407479400004,35.16267183600007,0 33.35407656800004,35.16267278000004,0 33.35407836200005,35.16267369800005,0 33.35408017400005,35.16267459100004,0 33.35408200600006,35.16267545700003,0 33.35408385700004,35.16267629800007,0 33.35408572400007,35.16267711100005,0 33.35408760700005,35.16267789900007,0 33.35408950800007,35.16267865900005,0 33.35409142500004,35.16267939000005,0 33.35409335700007,35.16268009600003,0 33.35409530400006,35.16268077200004,0 33.35409726400008,35.16268142100006,0 33.35409923700007,35.16268204100004,0 33.35410122500008,35.16268263500007,0 33.35410322300004,35.16268319800003,0 33.35410523500008,35.16268373300005,0 33.35410725700007,35.16268423900004,0 33.35410928900006,35.16268471600006,0 33.35411133100007,35.16268516300005,0 33.35411338300003,35.16268558200005,0 33.35411544300007,35.16268597100003,0 33.35411751200007,35.16268633100003,0 33.35411958600002,35.16268666100007,0 33.35412166800006,35.16268696000003,0 33.35412375600004,35.16268723000007,0 33.35412585000006,35.16268747100003,0</coordinates></LinearString></MultiGeometry>",1678,1200,TLRDHS,Ασφαλτοστρωμένος δρόμος (που δεν είναι εγγεγραμμένος),Road Hard Surface
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.35330581600005,35.16319323300007,0 33.35330387500005,35.16318084000005,0</coordinates></LinearString></MultiGeometry>",1679,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLRDHS,"<MultiGeometry><LinearString><coordinates> 33.35135239400006,35.16215944900006,0 33.35135179700006,35.16215699500003,0 33.35147216800004,35.16214167900006,0 33.35147453000008,35.16214621000006,0</coordinates></LinearString></MultiGeometry>",1680,1200,TLRDHS,Ασφαλτοστρωμένος δρόμος (που δεν είναι εγγεγραμμένος),Road Hard Surface
TLPENCIL,"<MultiGeometry><LinearString><coordinates> 33.35233924100004,35.16212331800006,0 33.35173911900006,35.16215765800007,0 33.35164935000006,35.16216332200003,0</coordinates></LinearString></MultiGeometry>",1681,1422,TLPENCIL,Γραμμή (μολύβι) μη  προτεινόμενο  σύνορο,Pencil Lines-Not Proposed Boundaries
TLPENCIL,"<MultiGeometry><LinearString><coordinates> 33.35088343800004,35.16216800900003,0 33.35139860000004,35.16207615400003,0</coordinates></LinearString></MultiGeometry>",1682,1422,TLPENCIL,Γραμμή (μολύβι) μη  προτεινόμενο  σύνορο,Pencil Lines-Not Proposed Boundaries
TLPENCIL,"<MultiGeometry><LinearString><coordinates> 33.35161478500004,35.16207495100008,0 33.35159626700005,35.16206728300006,0 33.35158198500005,35.16205612900006,0</coordinates></LinearString></MultiGeometry>",1683,1422,TLPENCIL,Γραμμή (μολύβι) μη  προτεινόμενο  σύνορο,Pencil Lines-Not Proposed Boundaries
TLPENCIL,"<MultiGeometry><LinearString><coordinates> 33.35246048300007,35.16203838500007,0 33.35285581400007,35.16200705200004,0</coordinates></LinearString></MultiGeometry>",1684,1422,TLPENCIL,Γραμμή (μολύβι) μη  προτεινόμενο  σύνορο,Pencil Lines-Not Proposed Boundaries
TLPENCIL,"<MultiGeometry><LinearString><coordinates> 33.35246048300007,35.16203838500007,0 33.35243131300007,35.16202948100005,0 33.35241173100008,35.16200828400002,0</coordinates></LinearString></MultiGeometry>",1685,1422,TLPENCIL,Γραμμή (μολύβι) μη  προτεινόμενο  σύνορο,Pencil Lines-Not Proposed Boundaries
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.35054443700005,35.16193417300008,0 33.35027631300005,35.16196714800003,0 33.35030897000007,35.16208422100004,0</coordinates></LinearString></MultiGeometry>",1686,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLPENCIL,"<MultiGeometry><LinearString><coordinates> 33.35078844800006,35.16190529800008,0 33.35082630900007,35.16212320600005,0</coordinates></LinearString></MultiGeometry>",1687,1422,TLPENCIL,Γραμμή (μολύβι) μη  προτεινόμενο  σύνορο,Pencil Lines-Not Proposed Boundaries
TLPENCIL,"<MultiGeometry><LinearString><coordinates> 33.34988213600008,35.16190177700003,0 33.35010870400004,35.16320799800008,0 33.35030666300003,35.16348378600003,0</coordinates></LinearString></MultiGeometry>",1688,1422,TLPENCIL,Γραμμή (μολύβι) μη  προτεινόμενο  σύνορο,Pencil Lines-Not Proposed Boundaries
TLPENCIL,"<MultiGeometry><LinearString><coordinates> 33.35237155800007,35.16183908200003,0 33.35241173100008,35.16200828400002,0</coordinates></LinearString></MultiGeometry>",1689,1422,TLPENCIL,Γραμμή (μολύβι) μη  προτεινόμενο  σύνορο,Pencil Lines-Not Proposed Boundaries
TLPENCIL,"<MultiGeometry><LinearString><coordinates> 33.35143341500003,35.16203663200002,0 33.35137960200007,35.16182585300004,0</coordinates></LinearString></MultiGeometry>",1690,1422,TLPENCIL,Γραμμή (μολύβι) μη  προτεινόμενο  σύνορο,Pencil Lines-Not Proposed Boundaries
TLSLNOB,"<MultiGeometry><LinearString><coordinates> 33.35014574500008,35.16181008300003,0 33.35014946000007,35.16181778400005,0 33.35015296200004,35.16183351200004,0 33.35017359500006,35.16188691300005,0 33.35019520300006,35.16193503400007,0</coordinates></LinearString></MultiGeometry>",1691,1413,TLSLNOB,Κορυφή πλαγιάς που δεν είναι σύνορο,Top of Slope (No Boundary)
TLCLFNOB,"<MultiGeometry><LinearString><coordinates> 33.35015385300005,35.16175438100004,0 33.35014574500008,35.16181008300003,0</coordinates></LinearString></MultiGeometry>",1692,1412,TLCLFNOB,Κορυφή γκρεμμού που δεν είναι σύνορο,Top of Cliff (No Boundary)
TLCLFNOB,"<MultiGeometry><LinearString><coordinates> 33.35016311800007,35.16169071800005,0 33.35015385300005,35.16175438100004,0</coordinates></LinearString></MultiGeometry>",1693,1412,TLCLFNOB,Κορυφή γκρεμμού που δεν είναι σύνορο,Top of Cliff (No Boundary)
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.35064149400006,35.16170358300008,0 33.35063742200003,35.16165797600007,0</coordinates></LinearString></MultiGeometry>",1694,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.35058559700008,35.16151773700005,0 33.35055332100006,35.16140602200005,0 33.35054180900005,35.16140960100006,0</coordinates></LinearString></MultiGeometry>",1695,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLPENCIL,"<MultiGeometry><LinearString><coordinates> 33.35136005000004,35.16123207200008,0 33.35158198500005,35.16205612900006,0</coordinates></LinearString></MultiGeometry>",1696,1422,TLPENCIL,Γραμμή (μολύβι) μη  προτεινόμενο  σύνορο,Pencil Lines-Not Proposed Boundaries
